airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Vistara,UK-814,Bangalore,Night,one,Evening,Kolkata,Business,22.42,8,90138.95629
,,,,,,,,,,
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.92,2,10497.6
Air_India,AI-732,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,21.5,33,7176
Air_India,AI-639,Mumbai,Morning,one,Night,Hyderabad,Economy,10.75,23,3654
Air_India,AI-807,Delhi,Evening,one,Afternoon,Chennai,Business,19.5,46,59282.74
Indigo,6E-822,Kolkata,Morning,one,Night,Hyderabad,Economy,8.83,10,12737
Vistara,UK-945,Delhi,Morning,one,Night,Chennai,Business,11.42,6,62760.3768
Vistara,UK-874,Hyderabad,Morning,one,Late_Night,Delhi,Business,15.67,25,61519.65188
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Kolkata,Business,27,38,68278.74273
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,Business,18.92,30,41123.7
Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Business,21.58,19,84800.672
Air_India,AI-505,Bangalore,Morning,zero,Afternoon,Delhi,Business,2.58,6,39438.4617
Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,11.5,21,80423.4123
Air_India,AI-569,Chennai,Early_Morning,one,Evening,Delhi,Economy,33.92,37,8879.2
Vistara,UK-994,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,20,2830.19
AirAsia,I5-972,Bangalore,Evening,two_or_more,Late_Night,Delhi,Economy,8.75,31,3624.313
Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.42,15,8741.04
Vistara,UK-995,Delhi,Morning,one,Morning,Bangalore,Business,24.42,4,72908.187
AirAsia,I5-588,Kolkata,Afternoon,zero,Evening,Bangalore,Economy,2.75,19,3862
Indigo,6E-5398,Mumbai,Morning,one,Evening,Chennai,Economy,8,11,8566.2
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,19.5,23,49227.75
Air_India,AI-538,Chennai,Night,one,Afternoon,Bangalore,Business,16.17,29,72914.6
Indigo,6E-6818,Mumbai,Evening,zero,Night,Hyderabad,Economy,1.33,27,2901
GO_FIRST,G8-424,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2,14,6009.9732
SpiceJet,SG-678,Chennai,Early_Morning,one,Morning,Delhi,Economy,27.17,9,8087.2
Vistara,UK-944,Mumbai,Afternoon,one,Night,Bangalore,Business,8,49,66258.72
Air_India,AI-507,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75,40,9107.43405
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,12.83,36,75889.627
SpiceJet,SG-8152,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,27,2352.6
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,23,6094.44
Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Economy,29,3,25889.6803
Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Business,22.33,46,85563.335
Indigo,6E-563,Kolkata,Morning,one,Evening,Bangalore,Economy,9.5,29,6489
AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,31,2781
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,12.17,4,72380.385
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,13.17,34,8762.78491
Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.5,17,4007.07
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Chennai,Economy,11.67,11,19242.3
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Kolkata,Business,20.17,40,91800.51946
Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Business,24.08,7,82782.15
Air_India,AI-639,Mumbai,Morning,one,Morning,Kolkata,Economy,22.83,46,5577
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Economy,13.33,41,6323.989617
Vistara,UK-954,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.58,23,4368.1
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Economy,5.25,43,6814.5
GO_FIRST,G8-7543,Bangalore,Afternoon,one,Late_Night,Chennai,Economy,11.75,26,3632.904
Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,17,3953.07
Air_India,AI-698,Hyderabad,Night,one,Early_Morning,Chennai,Business,9.08,5,59200.25394
Indigo,6E-7208,Chennai,Morning,one,Afternoon,Hyderabad,Economy,4.83,42,2827
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Economy,11.25,42,7680.9348
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.17,17,45423.40968
Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.75,5,55944.108
Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Economy,26.58,3,8318.97
Indigo,6E-6319,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.25,31,1934.064
Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,Economy,21.08,36,7520.15
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,11.25,7,19529.4
Indigo,6.00E-132,Hyderabad,Morning,zero,Afternoon,Mumbai,Economy,1.5,7,8693.53298
Air_India,AI-570,Mumbai,Early_Morning,one,Afternoon,Kolkata,Business,8.58,19,42733.35
AirAsia,I5-1531,Chennai,Night,one,Morning,Delhi,Economy,10.92,33,2452.23
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Chennai,Business,20.42,24,67986.21555
AirAsia,I5-710,Delhi,Morning,one,Night,Chennai,Economy,9.5,43,1978.02
GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,13,8166.4
Air_India,AI-473,Delhi,Evening,one,Evening,Bangalore,Business,22.42,28,48137.43
GO_FIRST,G8-7546,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.67,27,2124
Vistara,UK-958,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,7.5,26,3689.1
Air_India,AI-673,Mumbai,Early_Morning,one,Evening,Chennai,Business,9.17,47,50605.83
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.83,3,16138.98327
GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,43,4625.5
,,,,,,,,,,
Vistara,UK-870,Hyderabad,Night,one,Morning,Kolkata,Business,12,14,67859.70413
SpiceJet,SG-1059,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.25,10,6537.3
Vistara,UK-877,Mumbai,Morning,one,Morning,Bangalore,Economy,22.08,28,5123.8
Air_India,AI-808,Bangalore,Night,one,Morning,Chennai,Economy,11.92,9,36791.3689
Indigo,6E-626,Hyderabad,Afternoon,one,Evening,Chennai,Economy,4.33,18,7080.3876
Indigo,6E-967,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,3,6781.5
Air_India,AI-671,Mumbai,Morning,one,Morning,Hyderabad,Economy,24.92,3,15971
Vistara,UK-988,Mumbai,Night,one,Evening,Chennai,Business,19.42,6,74189.5407
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Chennai,Economy,9.83,8,17161.35498
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Business,7.58,7,54745.119
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Chennai,Economy,26.92,40,4825.48
Vistara,UK-838,Chennai,Night,one,Night,Kolkata,Economy,25.67,40,6465.393
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,9.58,46,53301.96422
AirAsia,I5-552,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.92,39,3862
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,9.42,4,18154.95713
Indigo,6E-6021,Kolkata,Afternoon,zero,Evening,Hyderabad,Economy,2.33,38,4011
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.92,47,5749.08147
Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Business,2.17,26,39243.61927
Vistara,UK-877,Mumbai,Morning,one,Evening,Delhi,Business,9.17,5,54929.039
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Business,23.33,24,30246.07222
GO_FIRST,G8-7534,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,22,2624.49
Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,13.5,37,54413.61324
Vistara,UK-822,Chennai,Morning,one,Early_Morning,Bangalore,Business,22.08,6,53414.24
SpiceJet,SG-2976,Delhi,Evening,one,Night,Kolkata,Economy,26.08,3,13780.69
Indigo,6E-7223,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.92,1,29951.493
GO_FIRST,G8-537,Kolkata,Evening,one,Night,Bangalore,Economy,7.25,27,6488
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,12,6,18503.9613
Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,Business,1.58,2,41495.98193
Indigo,6E-2169,Delhi,Evening,zero,Night,Chennai,Economy,2.92,30,2610.63
Vistara,UK-866,Bangalore,Night,one,Evening,Delhi,Business,19.25,23,79489.78102
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,7.58,30,6447.0978
Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Business,22.17,32,97448.73908
Vistara,UK-875,Mumbai,Evening,one,Afternoon,Delhi,Business,17.33,1,65841.908
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Evening,Kolkata,Economy,7.42,20,11502.26
Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Business,13.75,7,63095.571
Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,Business,14.83,49,104410.9738
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.83,16,93671.6539
Indigo,6E-827,Hyderabad,Morning,one,Afternoon,Chennai,Economy,3.92,6,6519.6373
Indigo,6E-847,Chennai,Evening,one,Night,Delhi,Economy,5.67,14,7089.3
Air_India,AI-569,Chennai,Early_Morning,zero,Morning,Mumbai,Business,1.75,6,25508.736
AirAsia,I5-1229,Chennai,Evening,one,Late_Night,Kolkata,Economy,9.5,4,5544
Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Business,11.33,22,63685.1556
Vistara,UK-846,Bangalore,Morning,one,Night,Chennai,Economy,14.58,47,5596.5888
GO_FIRST,G8-7562,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,12.33,29,6956.4
Vistara,UK-981,Delhi,Night,one,Morning,Chennai,Business,11,5,62521.75512
Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Business,11,38,70715.6307
Indigo,6E-5307,Mumbai,Morning,one,Afternoon,Bangalore,Economy,5.17,37,4073
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.17,21,5526.39186
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Business,12.92,29,58347.3132
,,,,,,,,,,
Vistara,UK-824,Chennai,Night,two_or_more,Early_Morning,Hyderabad,Economy,11.33,42,7298.72
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Business,23.25,21,70112.96721
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,28,5516.39
Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,12.25,36,69593.997
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Economy,10.25,29,5745.1284
Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Economy,14.42,43,4590.3
Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.92,49,4516.083
Air_India,AI-9720,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.92,8,9423
AirAsia,I5-830,Kolkata,Night,one,Afternoon,Bangalore,Economy,12.75,22,4248.2
AirAsia,I5-1228,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,5.83,40,4516.083
Air_India,AI-765,Kolkata,Evening,one,Morning,Mumbai,Business,13.17,23,58179.341
Indigo,6E-534,Kolkata,Evening,one,Night,Chennai,Economy,5.33,38,5632
Air_India,AI-743,Kolkata,Morning,two_or_more,Morning,Mumbai,Economy,24.25,19,10212.4
GO_FIRST,G8-285,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.92,14,7579.6457
Vistara,UK-988,Mumbai,Night,one,Evening,Hyderabad,Economy,23,40,4058.01
GO_FIRST,G8-7537,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.08,42,2105.1
AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,6.75,11,11739.2
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Kolkata,Economy,30.58,3,18814.9797
Vistara,UK-880,Hyderabad,Afternoon,one,Morning,Chennai,Business,20.5,6,50171.25039
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,12,12,112810.236
Air_India,AI-401,Delhi,Early_Morning,one,Night,Chennai,Economy,16.33,34,5983.45
Vistara,UK-821,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,24,5705.37
Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,Business,13.33,30,97787.81133
Vistara,UK-706,Kolkata,Morning,one,Morning,Mumbai,Economy,25.25,39,13547.16
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Economy,11.75,41,7376.6682
AirAsia,I5-510,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,12.33,16,4257
Air_India,AI-774,Mumbai,Night,one,Night,Hyderabad,Business,24.75,49,50359.32
SpiceJet,SG-3027,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,9,21,3947.8428
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Business,14.42,30,46933.92
Indigo,6E-6809,Mumbai,Evening,one,Late_Night,Hyderabad,Economy,8.33,24,3627
Air_India,AI-503,Bangalore,Evening,one,Morning,Chennai,Business,15.08,18,72348.3684
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,12.42,47,81284.53336
Air_India,AI-9885,Hyderabad,Morning,one,Evening,Mumbai,Economy,29.67,12,9172.55988
,,,,,,,,,,
Vistara,UK-894,Hyderabad,Evening,one,Night,Mumbai,Economy,25.75,17,5006.958462
Indigo,6E-6893,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,49,1920.5505
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Hyderabad,Business,16.42,26,64910.45
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Kolkata,Business,22.25,36,68133.79683
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Kolkata,Business,11.17,43,73706.787
Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Business,11.58,19,63685.1556
Vistara,UK-838,Chennai,Night,one,Night,Kolkata,Business,25.67,21,54274.9977
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,36,11006.6
Indigo,6E-5207,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,7.08,22,8952.2334
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Bangalore,Business,21.83,14,50202.67131
Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,22,5440.16
Vistara,UK-836,Chennai,Morning,zero,Afternoon,Delhi,Economy,2.75,31,2815.67
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Business,12.17,33,57316.64004
Indigo,6E-893,Kolkata,Morning,one,Night,Mumbai,Economy,11.67,26,6782.05
Air_India,AI-9925,Bangalore,Evening,two_or_more,Early_Morning,Chennai,Economy,12.92,5,14101.461
GO_FIRST,G8-7560,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.33,39,4689.9
Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Economy,31,14,13503.6
Indigo,6E-6317,Chennai,Night,two_or_more,Morning,Bengaluru,Economy,7.75,22,24675.2
Air_India,AI-541,Hyderabad,Evening,one,Morning,Bangalore,Economy,16.67,8,14339.952
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,7.08,44,8568.01
Vistara,UK-996,Mumbai,Evening,one,Afternoon,Hyderabad,Business,18.08,43,59761.35
Vistara,UK-776,Kolkata,Evening,one,Afternoon,Hyderabad,Economy,18.67,7,14168
Vistara,UK-996,Mumbai,Evening,one,Morning,Kolkata,Business,13.83,45,70006.365
Air_India,AI-807,Delhi,Evening,one,Evening,Kolkata,Business,24.25,10,76406.055
Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Business,13.08,28,81820.1637
Indigo,6E-6818,Mumbai,Evening,one,Late_Night,Chennai,Economy,5.67,21,4107.4
Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Business,29.08,27,61320.41715
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,12.92,6,92692.05
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,13.25,39,10400.9664
GO_FIRST,G8-385,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,6.67,47,5361.268
Indigo,6E-6006,Chennai,Afternoon,one,Late_Night,Delhi,Economy,9.33,35,4086.9
Air_India,AI-9885,Hyderabad,Morning,two_or_more,Morning,Mumbai,Economy,23.42,2,20097.40788
Indigo,6E-5337,Mumbai,Afternoon,zero,Evening,Chennai,Economy,2.08,45,3996.3
AirAsia,I5-1531,Chennai,Night,one,Early_Morning,Mumbai,Economy,9.25,33,2435.73
Indigo,6E-613,Chennai,Evening,zero,Night,Delhi,Economy,2.75,23,3025
Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Business,8.25,37,71788.9491
Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Business,8.33,14,72629.16947
Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Business,3.17,46,17763.6888
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,7.5,28,14545.8335
Vistara,UK-864,Bangalore,Evening,zero,Night,Mumbai,Business,1.75,48,24619.71996
Vistara,UK-870,Hyderabad,Night,one,Night,Bangalore,Economy,23.83,14,9984.37671
Vistara,UK-706,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.33,15,7151.76
Vistara,UK-944,Mumbai,Afternoon,zero,Evening,Delhi,Business,2.25,35,45866.26
Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,Economy,10.33,37,5230.5
Indigo,6E-895,Kolkata,Evening,one,Night,Delhi,Economy,4.58,26,4196.7
Indigo,6E-6205,Delhi,Afternoon,one,Night,Chennai,Economy,7.33,46,4100.69
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Economy,22.83,19,5325.21
Vistara,UK-854,Bangalore,Evening,one,Night,Delhi,Business,4.58,21,88321.97891
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Business,14.58,39,50052.45465
GO_FIRST,G8-383,Mumbai,Afternoon,zero,Evening,Bangalore,Economy,1.58,12,5102
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,14.25,2,92395.76396
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Business,27.92,41,57933.42677
Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Economy,16.92,38,6987.446532
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,16.83,36,5740.3368
Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,36,56036.673
Indigo,6E-2148,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.83,9,7205.55
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,15.92,28,6391
Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Economy,12.17,37,7712.73239
Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,44,6819.318
Air_India,AI-639,Mumbai,Morning,one,Night,Delhi,Economy,14.42,30,6785.9
Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Business,26.75,6,44758.989
Vistara,UK-834,Chennai,Evening,one,Morning,Bangalore,Business,18.67,29,48810.6
Vistara,UK-950,Mumbai,Night,one,Evening,Hyderabad,Business,22,27,63298.125
AirAsia,I5-1451,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.92,3,9551.0745
Air_India,AI-838,Hyderabad,Afternoon,one,Night,Bangalore,Economy,7.08,39,8403.934
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,6.67,37,130817.3789
Vistara,UK-996,Mumbai,Evening,one,Evening,Bangalore,Economy,22.58,45,5805
Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,34,3583.899
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13.25,4,92651.02979
Air_India,AI-865,Delhi,Morning,one,Evening,Bangalore,Business,7.83,38,42032.43
GO_FIRST,G8-713,Delhi,Night,one,Morning,Kolkata,Economy,12.5,49,7211.358
Air_India,AI-508,Hyderabad,Afternoon,one,Morning,Mumbai,Economy,19.5,31,6174.69534
GO_FIRST,G8-506,Hyderabad,Afternoon,one,Night,Mumbai,Economy,5.92,41,5843.3562
Vistara,UK-874,Hyderabad,Morning,one,Evening,Kolkata,Business,11.42,47,86542.52641
Indigo,6E-6513,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,3.17,21,5443.79
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Business,24.33,13,49284.873
Vistara,UK-880,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.17,46,9598.6396
Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,29,7024.05
GO_FIRST,G8-512,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,10.83,41,6956.4
Air_India,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Business,15,27,54061.92
Indigo,6E-588,Chennai,Evening,one,Late_Night,Mumbai,Economy,6.5,42,4947.69
Vistara,UK-876,Hyderabad,Night,one,Evening,Kolkata,Business,19.25,5,145177.4752
Air_India,AI-508,Hyderabad,Afternoon,one,Evening,Mumbai,Economy,30.92,3,21381.13076
Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,2,37,3092.76
Vistara,UK-738,Kolkata,Evening,one,Morning,Hyderabad,Business,14.92,25,63131.75
Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Economy,8.33,6,12054.141
Indigo,6.00E-154,Mumbai,Late_Night,zero,Early_Morning,Delhi,Economy,2.17,48,3418.8
Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,Economy,21.25,35,4508.9
Vistara,UK-771,Mumbai,Early_Morning,one,Night,Delhi,Business,14.17,4,78556.951
Indigo,6E-847,Chennai,Evening,one,Night,Delhi,Economy,5.67,42,4246
Indigo,6E-711,Mumbai,Afternoon,one,Night,Bangalore,Economy,6,11,11876
Indigo,6E-5209,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,4.33,42,2124
Vistara,UK-830,Hyderabad,Morning,one,Evening,Mumbai,Economy,8.75,23,8964.09866
Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.83,16,69396.525
SpiceJet,SG-8709,Delhi,Evening,one,Early_Morning,Chennai,Economy,13.08,16,5020.29
Air_India,AI-651,Mumbai,Morning,one,Evening,Hyderabad,Economy,33.5,16,8885
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23,31,58737.393
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Mumbai,Economy,13.08,16,11614.99812
Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,7.17,9,46034.38061
Vistara,UK-657,Bangalore,Morning,two_or_more,Morning,Mumbai,Economy,22.25,9,17558.09946
Indigo,6E-2248,Hyderabad,Afternoon,zero,Evening,Delhi,Economy,2.25,41,4325.6169
Indigo,6E-519,Mumbai,Afternoon,one,Evening,Kolkata,Economy,5.83,49,4378
Vistara,UK-858,Bangalore,Early_Morning,one,Afternoon,Delhi,Business,6,41,59124.63051
Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12,10,11300.85
Air_India,AI-9894,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.42,46,1526
GO_FIRST,G8-339,Mumbai,Evening,one,Morning,Bangalore,Economy,14.67,2,5102
Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,3,6484.995
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,25,56479.5
Air_India,AI-840,Hyderabad,Night,one,Night,Bangalore,Business,23.25,11,74568.0771
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Business,13.08,28,66360.18609
GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,37,7930.89
Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.17,48,29189.46888
Indigo,6E-7216,Chennai,Morning,one,Evening,Hyderabad,Economy,6.33,7,11536
Indigo,6E-2248,Hyderabad,Afternoon,one,Night,Kolkata,Economy,8,28,7749.4813
Air_India,AI-538,Chennai,Night,zero,Night,Delhi,Economy,2.83,24,2975.94
Vistara,UK-870,Hyderabad,Night,one,Morning,Chennai,Economy,13.33,32,8218.271479
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,4.92,47,44941.941
SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,27.58,33,7047.7
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Business,9.58,33,64224.9729
Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,32,8163.023
AirAsia,I5-741,Bangalore,Morning,one,Night,Mumbai,Economy,10.92,34,4955.9785
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,25,7791.9402
Air_India,AI-763,Kolkata,Early_Morning,one,Afternoon,Mumbai,Business,5.83,18,66910.701
Vistara,UK-879,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,7,12414.6
Indigo,6E-6737,Hyderabad,Early_Morning,zero,Morning,Delhi,Economy,2.25,11,8227.1772
Indigo,6.00E-232,Bangalore,Night,one,Early_Morning,Delhi,Economy,5.25,37,3986.0667
SpiceJet,SG-480,Delhi,Evening,one,Afternoon,Chennai,Economy,19.42,4,8984.25
Indigo,6E-434,Mumbai,Afternoon,one,Night,Bangalore,Economy,5,48,2124
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,11,9,17747.4981
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.58,16,8905.404222
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,12,29,12394.03
AirAsia,I5-996,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,11.17,23,1766.5857
Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Business,23.83,5,54868.9383
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Kolkata,Business,7,8,70807.52161
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Chennai,Economy,6.08,21,4475.9
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Chennai,Economy,11,33,4858.7
Vistara,UK-774,Kolkata,Night,one,Night,Hyderabad,Business,24.33,39,53586.423
Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Business,24.67,19,72056.55996
Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,36,6435
